model,cppcheck_per_file,clang_tidy_per_file,security_per_file
human,0.5988200589970502,10.073156342182891,2.497345132743363
gemma,0.5567470956210903,6.81769436997319,0.533958891867739
llama,0.38621794871794873,4.9943910256410255,0.6366185897435898
qwen,0.4178384893531539,4.625552430695058,0.6022498995580555
