sample_id,model,generation,problem_key,cppcheck_cwes,sanitizer_cwes,cppcheck_only,sanitizer_only,both,static_confirmed_dynamically
gemma/gen_1/00001/0073_1428_D._Bouncing_Boomerangs,gemma,gen_1,1428_D_Bouncing_Boomerangs,CWE-398|CWE-571,CWE-122,CWE-398|CWE-571,CWE-122,,False
gemma/gen_1/00001/0073_1428_D._Bouncing_Boomerangs.cpp,gemma,gen_1,1428_D_Bouncing_Boomerangs,,CWE-122,,CWE-122,,False
gemma/gen_1/00001/0078_157_A._Game_Outcome,gemma,gen_1,157_A_Game_Outcome,CWE-398,,CWE-398,,,False
gemma/gen_1/00001/0079_178_A1._Educational_Game,gemma,gen_1,178_A1_Educational_Game,CWE-398|CWE-563,,CWE-398|CWE-563,,,False
gemma/gen_1/00001/0080_19_B._Checkout_Assistant,gemma,gen_1,19_B_Checkout_Assistant,CWE-398|CWE-563,,CWE-398|CWE-563,,,False
gemma/gen_1/00001/0081_223_C._Partial_Sums,gemma,gen_1,223_C_Partial_Sums,CWE-398,CWE-190,CWE-398,CWE-190,,False
gemma/gen_1/00001/0081_223_C._Partial_Sums.cpp,gemma,gen_1,223_C_Partial_Sums,,CWE-190,,CWE-190,,False
gemma/gen_1/00001/0083_272_B._Dima_and_Sequence,gemma,gen_1,272_B_Dima_and_Sequence,CWE-398,,CWE-398,,,False
gemma/gen_1/00001/0085_319_B._Psychos_in_a_Line,gemma,gen_1,319_B_Psychos_in_a_Line,CWE-563,,CWE-563,,,False
gemma/gen_1/00001/0087_366_D._Dima_and_Trap_Graph,gemma,gen_1,366_D_Dima_and_Trap_Graph,CWE-398,,CWE-398,,,False
gemma/gen_1/00001/0088_38_C._Blinds,gemma,gen_1,38_C_Blinds,CWE-398,,CWE-398,,,False
gemma/gen_1/00001/0090_438_A._The_Child_and_Toy,gemma,gen_1,438_A_The_Child_and_Toy,CWE-398,,CWE-398,,,False
gemma/gen_1/00001/0093_556_C._Case_of_Matryoshkas,gemma,gen_1,556_C_Case_of_Matryoshkas,CWE-398,,CWE-398,,,False
gemma/gen_1/00001/0094_604_A._Uncowed_Forces,gemma,gen_1,604_A_Uncowed_Forces,CWE-398,,CWE-398,,,False
gemma/gen_1/00001/0095_626_D._Jerry_s_Protest,gemma,gen_1,626_D_Jerry_s_Protest,CWE-398|CWE-563,,CWE-398|CWE-563,,,False
gemma/gen_1/00001/0097_675_E._Trains_and_Statistic,gemma,gen_1,675_E_Trains_and_Statistic,CWE-398,,CWE-398,,,False
gemma/gen_1/00001/0098_699_F._Limak_and_Shooting_Points,gemma,gen_1,699_F_Limak_and_Shooting_Points,,CWE-190,,CWE-190,,False
gemma/gen_1/00001/0098_699_F._Limak_and_Shooting_Points.cpp,gemma,gen_1,699_F_Limak_and_Shooting_Points,,CWE-190,,CWE-190,,False
gemma/gen_1/00001/0101_765_D._Artsem_and_Saunders,gemma,gen_1,765_D_Artsem_and_Saunders,CWE-398,,CWE-398,,,False
gemma/gen_1/00001/0102_789_A._Anastasia_and_pebbles,gemma,gen_1,789_A_Anastasia_and_pebbles,CWE-398,,CWE-398,,,False
gemma/gen_1/00001/0103_80_C._Heroes,gemma,gen_1,80_C_Heroes,CWE-398,,CWE-398,,,False
gemma/gen_1/00001/0106_87_B._Vasya_and_Types,gemma,gen_1,87_B_Vasya_and_Types,CWE-398,,CWE-398,,,False
gemma/gen_1/00001/0107_903_D._Almost_Difference,gemma,gen_1,903_D_Almost_Difference,CWE-398,,CWE-398,,,False
gemma/gen_1/00001/0108_925_E._May_Holidays,gemma,gen_1,925_E_May_Holidays,CWE-398,,CWE-398,,,False
gemma/gen_1/00001/0110_9_E._Interesting_Graph_and_Apples,gemma,gen_1,9_E_Interesting_Graph_and_Apples,CWE-398|CWE-563|CWE-571,,CWE-398|CWE-563|CWE-571,,,False
gemma/gen_1/00001/0114_p02943_AtCoder_Grand_Contest_037_-_Reversing_and_Concatenating,gemma,gen_1,p02943_AtCoder_Grand_Contest_037_-_Reversing_and_Concatenating,CWE-563,,CWE-563,,,False
gemma/gen_1/00001/0118_p03694_AtCoder_Beginner_Contest_064_-_Traveling_AtCoDeer_Problem,gemma,gen_1,p03694_AtCoder_Beginner_Contest_064_-_Traveling_AtCoDeer_Problem,CWE-398,,CWE-398,,,False
gemma/gen_1/00001/0119_p03849_AtCoder_Regular_Contest_066_-_Xor_Sum,gemma,gen_1,p03849_AtCoder_Regular_Contest_066_-_Xor_Sum,CWE-398|CWE-563,,CWE-398|CWE-563,,,False
gemma/gen_1/00001/0123_p00395_Maze_and_Items,gemma,gen_1,p00395_Maze_and_Items,CWE-398|CWE-563,,CWE-398|CWE-563,,,False
gemma/gen_1/00001/0125_p00748_Pollock_s_conjecture,gemma,gen_1,p00748_Pollock_s_conjecture,CWE-398|CWE-570,,CWE-398|CWE-570,,,False
gemma/gen_1/00001/0130_p01458_Kth_Sentence,gemma,gen_1,p01458_Kth_Sentence,CWE-398,,CWE-398,,,False
gemma/gen_1/00001/0131_p01609_One,gemma,gen_1,p01609_One,CWE-563|CWE-570,,CWE-563|CWE-570,,,False
gemma/gen_1/00001/0134_p02042_ABSum,gemma,gen_1,p02042_ABSum,CWE-398,,CWE-398,,,False
gemma/gen_1/00001/0135_p02185_Many_Decimal_Integers,gemma,gen_1,p02185_Many_Decimal_Integers,CWE-398,,CWE-398,,,False
gemma/gen_1/00001/0138_1011_A._Stages,gemma,gen_1,1011_A_Stages,CWE-398,,CWE-398,,,False
gemma/gen_1/00001/0142_10_B._Cinema_Cashier,gemma,gen_1,10_B_Cinema_Cashier,CWE-563,,CWE-563,,,False
gemma/gen_1/00001/0144_1148_C._Crazy_Diamond,gemma,gen_1,1148_C_Crazy_Diamond,CWE-398,,CWE-398,,,False
gemma/gen_1/00001/0146_1187_G._Gang_Up,gemma,gen_1,1187_G_Gang_Up,CWE-398|CWE-563,CWE-190,CWE-398|CWE-563,CWE-190,,False
gemma/gen_1/00001/0146_1187_G._Gang_Up.cpp,gemma,gen_1,1187_G_Gang_Up,,CWE-190,,CWE-190,,False
gemma/gen_1/00001/0149_1249_D1._Too_Many_Segments__easy_version_,gemma,gen_1,1249_D1_Too_Many_Segments__easy_version_,CWE-398,,CWE-398,,,False
gemma/gen_1/00001/0151_1290_A._Mind_Control,gemma,gen_1,1290_A_Mind_Control,CWE-563,,CWE-563,,,False
gemma/gen_1/00001/0152_1310_B._Double_Elimination,gemma,gen_1,1310_B_Double_Elimination,CWE-563,,CWE-563,,,False
gemma/gen_1/00001/0153_1332_G._No_Monotone_Triples,gemma,gen_1,1332_G_No_Monotone_Triples,CWE-398,,CWE-398,,,False
gemma/gen_1/00001/0156_141_C._Queue,gemma,gen_1,141_C_Queue,CWE-398,,CWE-398,,,False
gemma/gen_1/00001/0158_1463_B._Find_The_Array,gemma,gen_1,1463_B_Find_The_Array,CWE-398,,CWE-398,,,False
gemma/gen_1/00001/0159_148_B._Escape,gemma,gen_1,148_B_Escape,CWE-563,,CWE-563,,,False
gemma/gen_1/00001/0160_1511_F._Chainword,gemma,gen_1,1511_F_Chainword,CWE-570,,CWE-570,,,False
gemma/gen_1/00001/0162_166_A._Rank_List,gemma,gen_1,166_A_Rank_List,CWE-398|CWE-563,,CWE-398|CWE-563,,,False
gemma/gen_1/00001/0165_233_C._Cycles,gemma,gen_1,233_C_Cycles,CWE-570,,CWE-570,,,False
gemma/gen_1/00001/0167_305_A._Strange_Addition,gemma,gen_1,305_A_Strange_Addition,CWE-398,CWE-190,CWE-398,CWE-190,,False
gemma/gen_1/00001/0167_305_A._Strange_Addition.cpp,gemma,gen_1,305_A_Strange_Addition,,CWE-190,,CWE-190,,False
gemma/gen_1/00001/0168_331_A2._Oh_Sweet_Beaverette,gemma,gen_1,331_A2_Oh_Sweet_Beaverette,CWE-398,,CWE-398,,,False
gemma/gen_1/00001/0169_352_E._Jeff_and_Brackets,gemma,gen_1,352_E_Jeff_and_Brackets,,CWE-190,,CWE-190,,False
gemma/gen_1/00001/0169_352_E._Jeff_and_Brackets.cpp,gemma,gen_1,352_E_Jeff_and_Brackets,,CWE-190,,CWE-190,,False
gemma/gen_1/00001/0171_399_C._Cards,gemma,gen_1,399_C_Cards,CWE-570,CWE-190,CWE-570,CWE-190,,False
gemma/gen_1/00001/0171_399_C._Cards.cpp,gemma,gen_1,399_C_Cards,,CWE-190,,CWE-190,,False
gemma/gen_1/00001/0172_421_D._Bug_in_Code,gemma,gen_1,421_D_Bug_in_Code,CWE-398,,CWE-398,,,False
gemma/gen_1/00001/0174_46_C._Hamsters_and_Tigers,gemma,gen_1,46_C_Hamsters_and_Tigers,CWE-398|CWE-563,,CWE-398|CWE-563,,,False
gemma/gen_1/00001/0176_516_C._Drazil_and_Park,gemma,gen_1,516_C_Drazil_and_Park,CWE-398,,CWE-398,,,False
gemma/gen_1/00001/0177_543_C._Remembering_Strings,gemma,gen_1,543_C_Remembering_Strings,,CWE-190,,CWE-190,,False
gemma/gen_1/00001/0177_543_C._Remembering_Strings.cpp,gemma,gen_1,543_C_Remembering_Strings,,CWE-190,,CWE-190,,False
gemma/gen_1/00001/0178_56_E._Domino_Principle,gemma,gen_1,56_E_Domino_Principle,CWE-398,,CWE-398,,,False
gemma/gen_1/00001/0182_685_D._Kay_and_Eternity,gemma,gen_1,685_D_Kay_and_Eternity,CWE-398,,CWE-398,,,False
gemma/gen_1/00001/0183_708_C._Centroids,gemma,gen_1,708_C_Centroids,CWE-563,,CWE-563,,,False
gemma/gen_1/00001/0186_799_D._Field_expansion,gemma,gen_1,799_D_Field_expansion,CWE-563,CWE-190,CWE-563,CWE-190,,False
gemma/gen_1/00001/0186_799_D._Field_expansion.cpp,gemma,gen_1,799_D_Field_expansion,,CWE-190,,CWE-190,,False
gemma/gen_1/00001/0187_819_D._Mister_B_and_Astronomers,gemma,gen_1,819_D_Mister_B_and_Astronomers,CWE-398|CWE-571,,CWE-398|CWE-571,,,False
gemma/gen_1/00001/0188_865_D._Buy_Low_Sell_High,gemma,gen_1,865_D_Buy_Low_Sell_High,,CWE-190,,CWE-190,,False
gemma/gen_1/00001/0188_865_D._Buy_Low_Sell_High.cpp,gemma,gen_1,865_D_Buy_Low_Sell_High,,CWE-190,,CWE-190,,False
gemma/gen_1/00001/0190_913_G._Power_Substring,gemma,gen_1,913_G_Power_Substring,,CWE-190,,CWE-190,,False
gemma/gen_1/00001/0190_913_G._Power_Substring.cpp,gemma,gen_1,913_G_Power_Substring,,CWE-190,,CWE-190,,False
gemma/gen_1/00001/0191_936_A._Save_Energy_,gemma,gen_1,936_A_Save_Energy_,CWE-563,,CWE-563,,,False
gemma/gen_1/00001/0193_989_E._A_Trance_of_Nightfall,gemma,gen_1,989_E_A_Trance_of_Nightfall,CWE-398|CWE-563,,CWE-398|CWE-563,,,False
gemma/gen_1/00001/0196_p02868_NIKKEI_Programming_Contest_2019-2_-_Shortest_Path_on_a_Line,gemma,gen_1,p02868_NIKKEI_Programming_Contest_2019-2_-_Shortest_Path_on_a_Line,CWE-398,,CWE-398,,,False
gemma/gen_1/00001/0198_p03143_NIKKEI_Programming_Contest_2019_-_Weights_on_Vertices_and_Edges,gemma,gen_1,p03143_NIKKEI_Programming_Contest_2019_-_Weights_on_Vertices_and_Edges,CWE-398,,CWE-398,,,False
gemma/gen_1/00001/0202_p03932_square869120Contest__3_-_Souvenirs,gemma,gen_1,p03932_square869120Contest__3_-_Souvenirs,CWE-398,,CWE-398,,,False
gemma/gen_1/00001/0204_p00156_Moats_around_the_Castle,gemma,gen_1,p00156_Moats_around_the_Castle,CWE-398|CWE-563,,CWE-398|CWE-563,,,False
gemma/gen_1/00001/0208_p00812_Equals_are_Equals,gemma,gen_1,p00812_Equals_are_Equals,CWE-398,,CWE-398,,,False
gemma/gen_1/00001/0209_p00943_Routing_a_Marathon_Race,gemma,gen_1,p00943_Routing_a_Marathon_Race,CWE-398,,CWE-398,,,False
gemma/gen_1/00001/0210_p01076_Graph_Making,gemma,gen_1,p01076_Graph_Making,CWE-563|CWE-570,,CWE-563|CWE-570,,,False
gemma/gen_1/00001/0213_p01684_Venn_Diagram,gemma,gen_1,p01684_Venn_Diagram,CWE-563,,CWE-563,,,False
gemma/gen_1/00001/0215_p01963_Separate_String,gemma,gen_1,p01963_Separate_String,CWE-398,,CWE-398,,,False
gemma/gen_1/00001/0216_p02110_Settler,gemma,gen_1,p02110_Settler,CWE-398,,CWE-398,,,False
gemma/gen_1/00001/0222_1084_C._The_Fair_Nut_and_String,gemma,gen_1,1084_C_The_Fair_Nut_and_String,CWE-398,CWE-190,CWE-398,CWE-190,,False
gemma/gen_1/00001/0222_1084_C._The_Fair_Nut_and_String.cpp,gemma,gen_1,1084_C_The_Fair_Nut_and_String,,CWE-190,,CWE-190,,False
gemma/gen_1/00001/0224_1131_E._String_Multiplication,gemma,gen_1,1131_E_String_Multiplication,,CWE-121,,CWE-121,,False
gemma/gen_1/00001/0224_1131_E._String_Multiplication.cpp,gemma,gen_1,1131_E_String_Multiplication,,CWE-121,,CWE-121,,False
gemma/gen_1/00001/0226_1191_C._Tokitsukaze_and_Discard_Items,gemma,gen_1,1191_C_Tokitsukaze_and_Discard_Items,CWE-398,,CWE-398,,,False
gemma/gen_1/00001/0227_120_C._Winnie-the-Pooh_and_honey,gemma,gen_1,120_C_Winnie-the-Pooh_and_honey,CWE-398,,CWE-398,,,False
gemma/gen_1/00001/0229_1251_E1._Voting__Easy_Version_,gemma,gen_1,1251_E1_Voting__Easy_Version_,CWE-398|CWE-563,,CWE-398|CWE-563,,,False
gemma/gen_1/00001/0232_1315_D._Recommendations,gemma,gen_1,1315_D_Recommendations,,CWE-190,,CWE-190,,False
gemma/gen_1/00001/0232_1315_D._Recommendations.cpp,gemma,gen_1,1315_D_Recommendations,,CWE-190,,CWE-190,,False
gemma/gen_1/00001/0234_1359_D._Yet_Another_Yet_Another_Task,gemma,gen_1,1359_D_Yet_Another_Yet_Another_Task,CWE-398,,CWE-398,,,False
gemma/gen_1/00001/0236_1423_H._Virus,gemma,gen_1,1423_H_Virus,CWE-398,,CWE-398,,,False
gemma/gen_1/00001/0237_1443_A._Kids_Seating,gemma,gen_1,1443_A_Kids_Seating,,CWE-122,,CWE-122,,False
gemma/gen_1/00001/0237_1443_A._Kids_Seating.cpp,gemma,gen_1,1443_A_Kids_Seating,,CWE-122,,CWE-122,,False
gemma/gen_1/00001/0238_1468_J._Road_Reform,gemma,gen_1,1468_J_Road_Reform,CWE-398,,CWE-398,,,False
gemma/gen_1/00001/0239_1493_C._K-beautiful_Strings,gemma,gen_1,1493_C_K-beautiful_Strings,CWE-398|CWE-563,,CWE-398|CWE-563,,,False
gemma/gen_1/00001/0240_1515_I._Phoenix_and_Diamonds,gemma,gen_1,1515_I_Phoenix_and_Diamonds,CWE-398,,CWE-398,,,False
gemma/gen_1/00001/0242_191_A._Dynasty_Puzzles,gemma,gen_1,191_A_Dynasty_Puzzles,,CWE-190,,CWE-190,,False
gemma/gen_1/00001/0242_191_A._Dynasty_Puzzles.cpp,gemma,gen_1,191_A_Dynasty_Puzzles,,CWE-190,,CWE-190,,False
gemma/gen_1/00001/0247_312_D._Cats_Transport,gemma,gen_1,312_D_Cats_Transport,CWE-398,,CWE-398,,,False
gemma/gen_1/00001/0251_42_A._Guilty___to_the_kitchen_,gemma,gen_1,42_A_Guilty___to_the_kitchen_,CWE-398,,CWE-398,,,False
gemma/gen_1/00001/0254_521_C._Pluses_everywhere,gemma,gen_1,521_C_Pluses_everywhere,CWE-398,,CWE-398,,,False
gemma/gen_1/00001/0255_548_E._Mike_and_Foam,gemma,gen_1,548_E_Mike_and_Foam,CWE-398,,CWE-398,,,False
gemma/gen_1/00001/0263_757_D._Felicity_s_Big_Secret_Revealed,gemma,gen_1,757_D_Felicity_s_Big_Secret_Revealed,CWE-398,,CWE-398,,,False
gemma/gen_1/00002/0000_825_E._Minimal_Labels,gemma,gen_1,825_E_Minimal_Labels,CWE-398,,CWE-398,,,False
gemma/gen_1/00002/0001_848_C._Goodbye_Souvenir,gemma,gen_1,848_C_Goodbye_Souvenir,CWE-398,,CWE-398,,,False
gemma/gen_1/00002/0003_896_E._Welcome_home__Chtholly,gemma,gen_1,896_E_Welcome_home__Chtholly,CWE-398,,CWE-398,,,False
gemma/gen_1/00002/0004_918_A._Eleven,gemma,gen_1,918_A_Eleven,CWE-398,,CWE-398,,,False
gemma/gen_1/00002/0005_940_A._Points_on_the_line,gemma,gen_1,940_A_Points_on_the_line,,CWE-190,,CWE-190,,False
gemma/gen_1/00002/0005_940_A._Points_on_the_line.cpp,gemma,gen_1,940_A_Points_on_the_line,,CWE-190,,CWE-190,,False
gemma/gen_1/00002/0006_967_D._Resource_Distribution,gemma,gen_1,967_D_Resource_Distribution,CWE-398,,CWE-398,,,False
gemma/gen_1/00002/0007_993_D._Compute_Power,gemma,gen_1,993_D_Compute_Power,CWE-398|CWE-563,CWE-190,CWE-398|CWE-563,CWE-190,,False
gemma/gen_1/00002/0007_993_D._Compute_Power.cpp,gemma,gen_1,993_D_Compute_Power,,CWE-190,,CWE-190,,False
gemma/gen_1/00002/0008_p02630_AtCoder_Beginner_Contest_171_-_Replacing,gemma,gen_1,p02630_AtCoder_Beginner_Contest_171_-_Replacing,CWE-398,,CWE-398,,,False
gemma/gen_1/00002/0009_p02761_AtCoder_Beginner_Contest_157_-_Guess_The_Number,gemma,gen_1,p02761_AtCoder_Beginner_Contest_157_-_Guess_The_Number,CWE-398,,CWE-398,,,False
gemma/gen_1/00002/0011_p03031_AtCoder_Beginner_Contest_128_-_Switches,gemma,gen_1,p03031_AtCoder_Beginner_Contest_128_-_Switches,CWE-398,,CWE-398,,,False
gemma/gen_1/00002/0014_p03474_AtCoder_Beginner_Contest_084_-_Postal_Code,gemma,gen_1,p03474_AtCoder_Beginner_Contest_084_-_Postal_Code,CWE-398,,CWE-398,,,False
gemma/gen_1/00002/0016_p03794_Mujin_Programming_Challenge_2017_-_Oriented_Tree,gemma,gen_1,p03794_Mujin_Programming_Challenge_2017_-_Oriented_Tree,CWE-398|CWE-563|CWE-570|CWE-571,,CWE-398|CWE-563|CWE-570|CWE-571,,,False
gemma/gen_1/00002/0017_p03963_AtCoder_Beginner_Contest_046_-_Painting_Balls_with_AtCoDeer,gemma,gen_1,p03963_AtCoder_Beginner_Contest_046_-_Painting_Balls_with_AtCoDeer,CWE-197,,CWE-197,,,False
gemma/gen_1/00002/0028_p01856_Typhoon,gemma,gen_1,p01856_Typhoon,CWE-563,,CWE-563,,,False
gemma/gen_1/00002/0029_p01991_Namo.._Cut,gemma,gen_1,p01991_Namo_Cut,CWE-398|CWE-563,,CWE-398|CWE-563,,,False
gemma/gen_1/00002/0031_p02278_Minimum_Cost_Sort,gemma,gen_1,p02278_Minimum_Cost_Sort,CWE-398,,CWE-398,,,False
gemma/gen_1/00002/0032_p02425_Bit_Flag,gemma,gen_1,p02425_Bit_Flag,CWE-758,,CWE-758,,,False
gemma/gen_1/00002/0037_1097_B._Petr_and_a_Combination_Lock,gemma,gen_1,1097_B_Petr_and_a_Combination_Lock,CWE-398,,CWE-398,,,False
gemma/gen_1/00002/0040_121_C._Lucky_Permutation,gemma,gen_1,121_C_Lucky_Permutation,CWE-398,,CWE-398,,,False
gemma/gen_1/00002/0042_1286_A._Garland,gemma,gen_1,1286_A_Garland,CWE-398,,CWE-398,,,False
gemma/gen_1/00002/0043_1305_B._Kuroni_and_Simple_Strings,gemma,gen_1,1305_B_Kuroni_and_Simple_Strings,CWE-398,,CWE-398,,,False
gemma/gen_1/00002/0044_1329_D._Dreamoon_Likes_Strings,gemma,gen_1,1329_D_Dreamoon_Likes_Strings,CWE-398,,CWE-398,,,False
gemma/gen_1/00002/0048_1433_C._Dominant_Piranha,gemma,gen_1,1433_C_Dominant_Piranha,CWE-563,,CWE-563,,,False
gemma/gen_1/00002/0050_1508_C._Complete_the_MST,gemma,gen_1,1508_C_Complete_the_MST,CWE-398,,CWE-398,,,False
gemma/gen_1/00002/0051_1534_D._Lost_Tree,gemma,gen_1,1534_D_Lost_Tree,CWE-398|CWE-563,,CWE-398|CWE-563,,,False
gemma/gen_1/00002/0053_204_D._Little_Elephant_and_Retro_Strings,gemma,gen_1,204_D_Little_Elephant_and_Retro_Strings,CWE-398,CWE-190,CWE-398,CWE-190,,False
gemma/gen_1/00002/0053_204_D._Little_Elephant_and_Retro_Strings.cpp,gemma,gen_1,204_D_Little_Elephant_and_Retro_Strings,,CWE-190,,CWE-190,,False
gemma/gen_1/00002/0056_278_B._New_Problem,gemma,gen_1,278_B_New_Problem,CWE-398,,CWE-398,,,False
gemma/gen_1/00002/0057_300_A._Array,gemma,gen_1,300_A_Array,CWE-398|CWE-563,,CWE-398|CWE-563,,,False
gemma/gen_1/00002/0058_325_D._Reclamation,gemma,gen_1,325_D_Reclamation,CWE-398,,CWE-398,,,False
gemma/gen_1/00002/0059_348_E._Pilgrims,gemma,gen_1,348_E_Pilgrims,CWE-398,,CWE-398,,,False
gemma/gen_1/00002/0061_393_C._Blocked_Points,gemma,gen_1,393_C_Blocked_Points,,CWE-190,,CWE-190,,False
gemma/gen_1/00002/0061_393_C._Blocked_Points.cpp,gemma,gen_1,393_C_Blocked_Points,,CWE-190,,CWE-190,,False
gemma/gen_1/00002/0062_416_D._Population_Size,gemma,gen_1,416_D_Population_Size,CWE-563,,CWE-563,,,False
gemma/gen_1/00002/0063_443_B._Kolya_and_Tandem_Repeat,gemma,gen_1,443_B_Kolya_and_Tandem_Repeat,CWE-563,CWE-190,CWE-563,CWE-190,,False
gemma/gen_1/00002/0063_443_B._Kolya_and_Tandem_Repeat.cpp,gemma,gen_1,443_B_Kolya_and_Tandem_Repeat,,CWE-190,,CWE-190,,False
gemma/gen_1/00002/0064_465_C._No_to_Palindromes_,gemma,gen_1,465_C_No_to_Palindromes_,CWE-398,,CWE-398,,,False
gemma/gen_1/00002/0068_566_C._Logistical_Questions,gemma,gen_1,566_C_Logistical_Questions,CWE-398|CWE-563,,CWE-398|CWE-563,,,False
gemma/gen_1/00002/0069_587_D._Duff_in_Mafia,gemma,gen_1,587_D_Duff_in_Mafia,CWE-398|CWE-563,,CWE-398|CWE-563,,,False
gemma/gen_1/00002/0075_725_C._Hidden_Word,gemma,gen_1,725_C_Hidden_Word,CWE-563|CWE-570,,CWE-563|CWE-570,,,False
gemma/gen_1/00002/0076_747_C._Servers,gemma,gen_1,747_C_Servers,CWE-398,,CWE-398,,,False
gemma/gen_1/00002/0077_76_F._Tourist,gemma,gen_1,76_F_Tourist,CWE-398,,CWE-398,,,False
gemma/gen_1/00002/0079_860_C._Tests_Renumeration,gemma,gen_1,860_C_Tests_Renumeration,CWE-398,,CWE-398,,,False
gemma/gen_1/00002/0080_887_B._Cubes_for_Masha,gemma,gen_1,887_B_Cubes_for_Masha,CWE-563,,CWE-563,,,False
gemma/gen_1/00002/0085_p02838_AtCoder_Beginner_Contest_147_-_Xor_Sum_4,gemma,gen_1,p02838_AtCoder_Beginner_Contest_147_-_Xor_Sum_4,CWE-398,,CWE-398,,,False
gemma/gen_1/00002/0086_p03111_AtCoder_Beginner_Contest_119_-_Synthetic_Kadomatsu,gemma,gen_1,p03111_AtCoder_Beginner_Contest_119_-_Synthetic_Kadomatsu,CWE-571,,CWE-571,,,False
gemma/gen_1/00002/0087_p03258_AtCoder_Grand_Contest_027_-_ABBreviate,gemma,gen_1,p03258_AtCoder_Grand_Contest_027_-_ABBreviate,CWE-398,,CWE-398,,,False
gemma/gen_1/00002/0092_p04052_AtCoder_Grand_Contest_001_-_Wide_Swap,gemma,gen_1,p04052_AtCoder_Grand_Contest_001_-_Wide_Swap,CWE-398,,CWE-398,,,False
gemma/gen_1/00002/0096_p00918_Dragon_s_Cruller,gemma,gen_1,p00918_Dragon_s_Cruller,CWE-398|CWE-457,,CWE-398|CWE-457,,,False
gemma/gen_1/00002/0097_p01051_Squid_Ink,gemma,gen_1,p01051_Squid_Ink,CWE-398|CWE-457,,CWE-398|CWE-457,,,False
gemma/gen_1/00002/0099_p01650_Stack_Maze,gemma,gen_1,p01650_Stack_Maze,CWE-398,,CWE-398,,,False
gemma/gen_1/00002/0102_p02216_Array_Game,gemma,gen_1,p02216_Array_Game,CWE-398,,CWE-398,,,False
gemma/gen_1/00002/0108_110_B._Lucky_String,gemma,gen_1,110_B_Lucky_String,CWE-398,,CWE-398,,,False
gemma/gen_1/00002/0109_1139_E._Maximize_Mex,gemma,gen_1,1139_E_Maximize_Mex,CWE-398,,CWE-398,,,False
gemma/gen_1/00002/0112_1215_B._The_Number_of_Products,gemma,gen_1,1215_B_The_Number_of_Products,,CWE-190,,CWE-190,,False
gemma/gen_1/00002/0112_1215_B._The_Number_of_Products.cpp,gemma,gen_1,1215_B_The_Number_of_Products,,CWE-190,,CWE-190,,False
gemma/gen_1/00002/0114_1256_E._Yet_Another_Division_Into_Teams,gemma,gen_1,1256_E_Yet_Another_Division_Into_Teams,CWE-398,,CWE-398,,,False
gemma/gen_1/00002/0115_127_E._E-reader_Display,gemma,gen_1,127_E_E-reader_Display,,CWE-190,,CWE-190,,False
gemma/gen_1/00002/0115_127_E._E-reader_Display.cpp,gemma,gen_1,127_E_E-reader_Display,,CWE-190,,CWE-190,,False
gemma/gen_1/00002/0117_1323_F._Reality_Show,gemma,gen_1,1323_F_Reality_Show,CWE-398|CWE-563,CWE-190,CWE-398|CWE-563,CWE-190,,False
gemma/gen_1/00002/0117_1323_F._Reality_Show.cpp,gemma,gen_1,1323_F_Reality_Show,,CWE-190,,CWE-190,,False
gemma/gen_1/00002/0118_1342_E._Placing_Rooks,gemma,gen_1,1342_E_Placing_Rooks,CWE-570,CWE-190,CWE-570,CWE-190,,False
gemma/gen_1/00002/0118_1342_E._Placing_Rooks.cpp,gemma,gen_1,1342_E_Placing_Rooks,,CWE-190,,CWE-190,,False
gemma/gen_1/00002/0119_1364_E._X-OR,gemma,gen_1,1364_E_X-OR,CWE-563,,CWE-563,,,False
gemma/gen_1/00002/0120_1384_F._Rearrange,gemma,gen_1,1384_F_Rearrange,CWE-398,,CWE-398,,,False
gemma/gen_1/00002/0122_1450_D._Rating_Compression,gemma,gen_1,1450_D_Rating_Compression,CWE-398,,CWE-398,,,False
gemma/gen_1/00002/0123_1474_B._Different_Divisors,gemma,gen_1,1474_B_Different_Divisors,CWE-398,,CWE-398,,,False
gemma/gen_1/00002/0125_1523_D._Love-Hate,gemma,gen_1,1523_D_Love-Hate,CWE-398,CWE-190,CWE-398,CWE-190,,False
gemma/gen_1/00002/0125_1523_D._Love-Hate.cpp,gemma,gen_1,1523_D_Love-Hate,,CWE-190,,CWE-190,,False
gemma/gen_1/00002/0126_155_C._Hometask,gemma,gen_1,155_C_Hometask,CWE-398,CWE-121|CWE-190,CWE-398,CWE-121|CWE-190,,False
gemma/gen_1/00002/0126_155_C._Hometask.cpp,gemma,gen_1,155_C_Hometask,,CWE-121|CWE-190,,CWE-121|CWE-190,,False
gemma/gen_1/00002/0132_294_A._Shaass_and_Oskols,gemma,gen_1,294_A_Shaass_and_Oskols,CWE-398,,CWE-398,,,False
gemma/gen_1/00002/0135_365_A._Good_Number,gemma,gen_1,365_A_Good_Number,CWE-398,,CWE-398,,,False
gemma/gen_1/00002/0136_388_E._Fox_and_Meteor_Shower,gemma,gen_1,388_E_Fox_and_Meteor_Shower,CWE-398,,CWE-398,,,False
gemma/gen_1/00002/0138_436_D._Pudding_Monsters,gemma,gen_1,436_D_Pudding_Monsters,CWE-398,,CWE-398,,,False
gemma/gen_1/00002/0139_459_E._Pashmak_and_Graph,gemma,gen_1,459_E_Pashmak_and_Graph,CWE-398,,CWE-398,,,False
